M	#551	2015/06/10	"Xavier Butty"	"MH-10913 [Fix] Change ListProvider for the licenses and …"	entwinemedia/matterhorn	t/MH-10913-License-Field	r/2.0.x	"Lars Kiesow (269)"
M	#550	2015/06/09	"James Perrin"	"MH-10855, Fixed, angular-chosen requires an empty option if …"	jperrin/matterhorn	t/MH-10855-task-menu	r/2.0.x	"Xavier Butty (270)"
M	#549	2015/06/09	"Lars Kiesow"	"MH-10905, Videoeditor Service (FFMPEG) process jobs with …"	opencast-community/opencast-osnabrueck-fork	t/MH-10905-ffmpeg-videoeditor-…	r/2.0.x	"Greg Logan (270)"
M	#548	2015/06/09	"Xavier Butty"	"MH-10640 [Fix] Solve issue with add event response."	entwinemedia/matterhorn	t/MH-10640-Problems-create-eve…	r/2.0.x	"Rüdiger Rolf (270)"
M	#547	2015/06/09	"James Perrin"	"MH-10689, Alert if user tries to reload or leave page while …"	opencast-community/matterhorn	t/MH-10689-upload-leave-page-w…	r/2.0.x	"Rüdiger Rolf (270)"
D	#546	2015/06/08	"Waldemar Smirnow"	"MH-10905: Videoeditor Service (FFMPEG) process jobs with …"	wsmirnow/matterhorn	t/MH-10905-ffmpeg-videoeditor-…	r/2.0.x	"Greg Logan (271)"
M	#545	2015/06/08	"Greg Logan"	"MH-10921: Fixing missing debug settings."	greg_logan/matterhorn	t/MH-10912-debug-settings	r/2.0.x	"Lars Kiesow (271)"
M	#544	2015/06/08	"Lars Kiesow"	"MH-10882, Update to UI-Sortable with License Header"	lkiesow/matterhorn	t/MH-10882-lib-with-license-he…	r/2.0.x	"James Perrin (270)"
D	#543	2015/06/08	"Rüdiger Rolf"	"MH-10904 fix workflow definition for editor"	opencast-community/matterhorn	t/MH-10904-workflow-definition…	r/2.0.x	"Lukas Rohner (270)"
M	#542	2015/06/08	"Lars Kiesow"	"MH-10911, Remove executable flag from non-executables"	lkiesow/matterhorn	t/MH-10911-remove-executable-f…	r/2.0.x	"Greg Logan (271)"
M	#541	2015/06/08	"Rüdiger Rolf"	"MH-10836 fixed tehodul archetype pom settings"	opencast-community/matterhorn	t/MH-10836-theodul-archetype	r/2.0.x	"James Perrin (270)"
M	#540	2015/06/08	"Basil Brunner"	"Remove unused test class which is a leftover from a …"	myniva/matterhorn	pr/remove-unnecessary-class	r/2.0.x	"Rüdiger Rolf (271)"
M	#539	2015/06/05	"Adam McKenzie"	"MH-10890 - Update Apache Commons Lang (2.6 → 3.4)"	opencast-community/matterhorn	t/MH-10890-Update-Apache-Commo…	develop	"Lars Kiesow (271)"
M	#538	2015/06/05	"Michael Stypa"	"MH-10902 ./modules/matterhorn-publication-service-youtube/ …"	doofy/matterhorn	t/MH-10902-remove-obsolete-you…	r/2.0.x	"Basil Brunner (269)"
M	#537	2015/06/05	"Basil Brunner"	"MH-10891 Make sure each bundle explicitly defines the …"	entwinemedia/matterhorn	t/MH-10891-explicit-import-pac…	develop	"Greg Logan (220)"
M	#536	2015/06/04	"Adam McKenzie"	"MH-10793 Change the bulk delete events and series messages …"	opencast-community/matterhorn	t/MH-10793-Communuty-Different…	r/2.0.x	"Ruben Perez Vazquez (271)"
M	#535	2015/06/04	"Rüdiger Rolf"	"MH-10868 fixed several possible problems that could cause a …"	opencast-community/matterhorn	t/MH-10868-segment-line-break	r/2.0.x	"Lukas Rohner (271)"
D	#534	2015/06/04	"Pascal Aubort"	"MH-10906 Redesign REST doc to have same look and feel as MH …"	entwinemedia/matterhorn	t/MH-10906-rest-docs-ng	r/2.1.x	"Lars Kiesow (270)"
M	#533	2015/06/03	"Rüdiger Rolf"	"MH-10888 fixed problem that the player does not play audio …"	opencast-community/matterhorn	t/MH-10888-audio-only-player-i…	r/2.0.x	"Greg Logan (270)"
M	#532	2015/06/03	"James Perrin"	"MH-10765, MH-10885 Show details of instantiated operations"	jperrin/matterhorn	t/MH-10765-get-operation-by-po…	r/2.0.x	"Lukas Rohner (274)"
M	#531	2015/06/02	"Lars Kiesow"	"MH-10882, Remove unnecessary admin-ng libs"	lkiesow/matterhorn	t/MH-10882-remove-unnecessary-…	r/2.0.x	"Lukas Rohner (274)"
D	#530	2015/06/02	"James Perrin"	"MH-10756, changed operation details endpoint to get by …"	jperrin/matterhorn	t/MH-10756-get_operation_by_po…	r/2.0.x	
D	#529	2015/06/02	"Lukas Rohner"	"Test commit"	entwinemedia/matterhorn	f/test	r/2.0.x	
M	#528	2015/05/29	"Michael Stypa"	"MH-10881: Fixes wrong doc links to 2.0.x"	doofy/matterhorn	r/2.0.x	r/2.0.x	"Lukas Rohner (274)"
M	#527	2015/05/29	"Lars Kiesow"	"MH-10877, Remove jquery.liveSearch"	lkiesow/matterhorn	t/MH-10877-remove-jquery-lives…	r/2.0.x	"Lukas Rohner (274)"
M	#526	2015/05/29	"Lukas Rohner"	"MH-10880 Improved aborting calls on long wait time and …"	opencast-community/matterhorn	t/MH-10880-remote-base-1.6.x	r/1.6.x	"Rüdiger Rolf (278)"
M	#525	2015/05/29	"Lukas Rohner"	"MH-10880 Improved aborting calls on long wait time and …"	opencast-community/matterhorn	t/MH-10880-remote-base	r/2.0.x	"Rüdiger Rolf (278)"
M	#524	2015/05/29	"Edmore Moyo"	"MH-10879 : Update LTI views"	etmoyo/matterhorn	t/MH-10879-update-lti-views-1.…	r/1.6.x	"Karen Dolan (268)"
M	#523	2015/05/29	"Lukas Rohner"	"MH-10821 Fixed possible nullpointer on job with …"	opencast-community/matterhorn	t/MH-10821-endpoint-null-point…	r/2.0.x	"Karen Dolan (279)"
M	#522	2015/05/28	"Lars Kiesow"	"MH-10878, Remove runtime-info-ui uitests"	lkiesow/matterhorn	t/MH-10878-remove-runtime-info…	r/2.0.x	"Greg Logan (271)"
M	#521	2015/05/28	"Adam McKenzie"	"MH-10834 Audio only uploads fail to process"	opencast-community/matterhorn	t/MH-10834-Audio-Only-Processe…	r/2.0.x	"Lars Kiesow (279)"
M	#520	2015/05/27	"Greg Logan"	"MH-10876: Downloaded font files (Apache2.0) and amended …"	greg_logan/matterhorn	t/MH-10876-admin-ng-remote-cal…	r/2.0.x	"Lars Kiesow (281)"
D	#519	2015/05/27	"Edmore Moyo"	"MH-10558 : Mime type not identified for mkv files"	etmoyo/matterhorn	t/MH-10558-mime-type-not-ident…	r/2.0.x	"Waldemar Smirnow (283)"
M	#518	2015/05/27	"Edmore Moyo"	"MH-10558 : Mime type not identified for mkv files"	etmoyo/matterhorn	t/MH-10558-mime-type-not-ident…	r/1.6.x	"Waldemar Smirnow (283)"
M	#517	2015/05/26	"Lars Kiesow"	"10873, Fix Randomly Failing capture-admin-service-impl tests"	lkiesow/matterhorn	t/MH-10873-capture-admin-test	r/2.0.x	"Greg Logan (284)"
M	#516	2015/05/26	"Basil Brunner"	"MH-10726 [Improvement] Prevent archive from downloading …"	myniva/matterhorn	pr/MH-10726-archive-fs-copy-2.…	r/2.0.x	"Rüdiger Rolf (278)"
M	#515	2015/05/25	"Lars Kiesow"	"MH-10872, Transition to Apereo"	opencast-community/matterhorn	apereo-relicense	r/2.0.x	"Tobias Wunden (270)"
D	#514	2015/05/25	"Edmore Moyo"	"MH-10871 : Add Sakai User Provider"	etmoyo/matterhorn	t/MH-10871-sakai-user-provider	r/1.6.x	
M	#513	2015/05/24	"Lars Kiesow"	"MH-10752, Fix Failing Clover Build on Admin NG"	lkiesow/matterhorn	t/MH-10752-clover-builds	r/2.0.x	"Greg Logan (285)"
D	#512	2015/05/24	"Lars Kiesow"	"MH-10867, Fixed JSLint Errors in Theodul VideoJS Plugin"	lkiesow/matterhorn	t/MH-10867-jslint-errors	r/2.0.x	"Xavier Butty (270)"
M	#511	2015/05/23	"Lars Kiesow"	"MH-10866, Documentation: Incorrect Repository Links"	lkiesow/matterhorn	t/MH-10866-docs-repo-link	r/2.0.x	"Lukas Rohner (283)"
M	#510	2015/05/22	"Lars Kiesow"	"MH-10864, Remove Trailing Spaces From Less Files"	lkiesow/matterhorn	t/MH-10864-trailing-spaces-in-…	r/2.0.x	"Ruben Perez Vazquez (283)"
M	#509	2015/05/22	"Lars Kiesow"	"MH-10678, Low text contrast in Admin UI restricts …"	lkiesow/matterhorn	t/MH-10678-increase-text-contr…	r/2.0.x	"James Perrin (288)"
M	#508	2015/05/22	"Rüdiger Rolf"	"MH-10843 patched selection of different video qualities in …"	opencast-community/matterhorn	t/MH-10843-video-quality-filte…	r/2.0.x	"Xavier Butty (270)"
M	#507	2015/05/22	"Basil Brunner"	"MH-10726 [Improvement] Prevent archive from downloading …"	myniva/matterhorn	pr/MH-10726-archive-fs-copy-1.…	r/1.6.x	"Rüdiger Rolf (278)"
M	#506	2015/05/21	"Basil Brunner"	"Add welcome page for Opencast documentation"	myniva/matterhorn	pr/docs-welcome-page	r/2.0.x	"Lars Kiesow (289)"
M	#505	2015/05/21	"Rüdiger Rolf"	"MH-10809 login-page updates in distributed setup"	opencast-community/matterhorn	MH-10809-different-runtime-uis	r/2.0.x	"Greg Logan (289)"
M	#504	2015/05/20	"Adam McKenzie"	"MH-10861 - Add message broker username and password …"	opencast-community/matterhorn	t/MH-10861-Active_MQ_Broker_Us…	r/2.0.x	"Greg Logan (289)"
D	#503	2015/05/20	"John Crossman"	"MH-10863: Upgrade Google libraries. YouTube: v3-rev13x, etc."	johncrossman/fork-opencast-matterhorn	you_tube_v3	r/2.0.x	
M	#502	2015/05/18	"John Crossman"	"MH-10857, Add to .gitignore: IntelliJ IDEA editor files …"	johncrossman/fork-opencast-matterhorn	MH-10857_gitignore	r/2.0.x	"Lars Kiesow (291)"
D	#501	2015/05/18	"John Crossman"	"MH-10857, Add to .gitignore: IntelliJ IDEA editor files …"	johncrossman/fork-opencast-matterhorn	MH-10857_gitignore-IntelliJ-fi…	r/2.0.x	"Lars Kiesow (292)"
M	#500	2015/05/15	"Lukas Rohner"	"MH-10853 Improved admin ui ng workflows"	opencast-community/matterhorn	t/MH-10853-workflows	r/2.0.x	"James Perrin (295)"
M	#499	2015/05/13	"Xavier Butty"	"MH-10684 - MH-10829 - Handle session and request timeout in …"	opencast-community/matterhorn	opencast/t/MH-10684-ui-unrespo…	r/2.0.x	"Lars Kiesow (284)"
M	#498	2015/05/13	"Basil Brunner"	"MH-10850 [Bugfix] Fix typo in interface name of …"	myniva/matterhorn	pr/rename-class-matterhorn-con…	r/2.0.x	"Lars Kiesow (292)"
M	#497	2015/05/12	"Basil Brunner"	"[Improvement] Use shared 'theme_override' directory for …"	myniva/matterhorn	pr/user-guide-shared-theme-ove…	r/2.0.x	"Lars Kiesow (292)"
M	#496	2015/05/12	"Lukas Rohner"	"MH-10849 Fixed the videoeditor to use the temporary …"	opencast-community/matterhorn	t/MH-10849-videoeditor-tmp-fil…	r/1.6.x	"Rüdiger Rolf (298)"
M	#495	2015/05/12	"Lukas Rohner"	"MH-10849 Fixed the videoeditor to use the temporary …"	opencast-community/matterhorn	t/MH-10849-videoeditor-tmp-fil…	r/2.0.x	"Rüdiger Rolf (298)"
M	#494	2015/05/12	"Xavier Butty"	"MH-10848 - Use server timezone as default when not set in …"	opencast-community/matterhorn	t/MH-10848-Event-conflict-endp…	r/2.0.x	"Ruben Perez Vazquez (298)"
M	#493	2015/05/12	"Xavier Butty"	"MH-10847 - Change role parameter from with-role directive …"	opencast-community/matterhorn	opencast/t/MH-10847-Missing-di…	r/2.0.x	"Ruben Perez Vazquez (291)"
M	#492	2015/05/12	"Xavier Butty"	"MH-10845 - Remove irrelevant data from summary of ""Add …"	opencast-community/matterhorn	t/MH-10845-Add-event-series-su…	r/2.0.x	"Lars Kiesow (284)"
M	#491	2015/05/08	"Adam McKenzie"	"MH-10816 - Change ActiveMQ sender / receiver to use …"	opencast-community/matterhorn	t/MH-10816-Centralized-ActiveM…	r/2.0.x	"Lars Kiesow (299)"
M	#490	2015/05/07	"Lars Kiesow"	"MH-10730, Move Theofule Plugin Versions to Main Pom"	lkiesow/matterhorn	t/MH-10730-plugin-version-in-m…	r/2.0.x	"James Perrin (303)"
M	#489	2015/05/07	"Henning S."	"MH-10701 Less padding and greater video scale"	hstruebe/ocmh	MH-10701-scrolling-required	r/2.0.x	"James Perrin (299)"
D	#488	2015/05/06	"Michael Stypa"	"MH-10797 Add YouTube publication option to admin-ng"	doofy/matterhorn	t/MH-10797-youtube-enable	r/2.0.x	"James Perrin (304)"
M	#487	2015/05/01	"Tobias Wunden"	"MH-10235 - Added the generation of the build hash to the …"	twunden/matterhorn	t/MH-10235-build-version	r/2.0.x	"Lars Kiesow (305)"
M	#486	2015/04/28	"Lars Kiesow"	"MH-10730, Update Jasmine, PhantomJS and RequireJS"	lkiesow/matterhorn	t/MH-10730-update-theudule-cor…	r/2.0.x	"James Perrin (305)"
M	#485	2015/04/28	"Lukas Rohner"	"MH-10820 - More work on silencing excessive logs on …"	opencast-community/matterhorn	t/MH-10820-activemq-shutdown-e…	r/2.0.x	"Lars Kiesow (312)"
M	#484	2015/04/27	"Henning S."	"MH-10814 Removed message and stop buffer checker for all …"	hstruebe/ocmh	MH-10814-stop-buffer-check	r/2.0.x	"Lukas Rohner (274)"
M	#483	2015/04/27	"Xavier Butty"	"Remove useless data from new event request."	opencast-community/matterhorn	t/MH-10807-useless-data-in-req…	r/2.0.x	"Lars Kiesow (313)"
M	#482	2015/04/25	"Adam McKenzie"	"MH-10699 - Silencing excessive logs on activemq shutdown"	opencast-community/matterhorn	t/MH-10699-Quieting_ActiveMQ_S…	r/2.0.x	"Lars Kiesow (315)"
M	#481	2015/04/24	"Karen Dolan"	"MH-10815 Update eirslett frontend-maven-plugin to v0.0.23 …"	opencast-community/matterhorn	t/MH-10815-admin-ng-not-build-…	r/2.0.x	"Lars Kiesow (316)"
M	#480	2015/04/23	"Lars Kiesow"	"MH-10812, Use bundles.configuration.location in admin ng …"	lkiesow/matterhorn	t/MH-10812-config-dir	r/2.0.x	"James Perrin (311)"
M	#479	2015/04/23	"Lukas Rohner"	"MH-10738 Fixed smtp mail transport default value"	opencast-community/matterhorn	t/MH-10738-smtp-service	r/2.0.x	"Lars Kiesow (317)"
M	#478	2015/04/22	"Rüdiger Rolf"	"MH-10810 renamed directory with upgrade script"	opencast-community/matterhorn	t/MH-10810-rename-upgrade-scri…	r/2.0.x	
M	#477	2015/04/22	"Lars Kiesow"	"MH-10804, Add Time Zone to Scheduling UI"	lkiesow/matterhorn	t/MH-10804-schedule-event-ui-t…	r/2.0.x	"Xavier Butty (312)"
D	#476	2015/04/22	"Rüdiger Rolf"	"MH-10809 login redirect"	opencast-community/matterhorn	t/MH-10809-login-redirect	r/2.0.x	"Ruben Perez Vazquez (305)"
M	#475	2015/04/22	"Lars Kiesow"	"MH-10808, Disable Demo Users By Default"	lkiesow/matterhorn	t/MH-10808-disable-demo-users-…	r/2.0.x	
M	#474	2015/04/21	"Basil Brunner"	"MH-10800 [Bugfix] Update node to version 0.12.2"	myniva/matterhorn	pr/MH-10800-fix-karma	r/2.0.x	"Lars Kiesow (319)"
M	#473	2015/04/20	"Tobias Wunden"	"MH-10799 Handled the case where no SMIL catalog nor preview …"	twunden/matterhorn	t/MH-10799-videoeditor	r/2.0.x	"Waldemar Smirnow (319)"
M	#472	2015/04/20	"Rüdiger Rolf"	"MH-10565 looking up right preview and work flavor from the …"	opencast-community/matterhorn	t/MH-10565-videoeditor-flavors…	r/2.0.x	"Rute Santos (304)"
M	#471	2015/04/20	"Rüdiger Rolf"	"MH-10565 looking up right preview and work flavor from the …"	opencast-community/matterhorn	t/MH-10565-videoeditor-flavors…	r/1.6.x	"Rute Santos (302)"
M	#470	2015/04/18	"James Perrin"	"MH-10798, changed Event Details to display mediapackage …"	jperrin/matterhorn	t/MH-10798-event-details-title	r/2.0.x	"Lars Kiesow (319)"
M	#469	2015/04/17	"James Perrin"	"MH-10681, added title, time-in-queue, started complete"	jperrin/matterhorn	t/MH-10681-operation-start-end…	r/2.0.x	"Lars Kiesow (318)"
D	#468	2015/04/17	"Michael Stypa"	"MH-10797 Add YouTube publication option to admin-ng"	doofy/matterhorn	youtube-api-v3_activateupload	r/2.0.x	"James Perrin (309)"
M	#467	2015/04/17	"Michael Stypa"	"MH-10722 check if client secret file exists"	doofy/matterhorn	youtube-api-v3_checksecret	r/2.0.x	"James Perrin (309)"
M	#466	2015/04/17	"James Perrin"	"MH-10672, increase the number of row options"	jperrin/matterhorn	t/MH-10672-more-row-options	r/2.0.x	"Xavier Butty (319)"
M	#465	2015/04/17	"James Perrin"	"MH-10667 Fix Previous Button in Wizards"	jperrin/matterhorn	t/MH-10667-Previous-Buttons	r/2.0.x	"Xavier Butty (319)"
M	#464	2015/04/16	"Rüdiger Rolf"	"MH-10781 filter tracks by flavor and format"	opencast-community/matterhorn	t/mh-10781_filter_tracks_in_th…	r/2.0.x	"Edmore Moyo (321)"
M	#463	2015/04/14	"Lars Kiesow"	"MH-10792, Pom.xml Extra Modules"	lkiesow/matterhorn	t/MH-10792-pom-extra-module	r/2.0.x	"Karen Dolan (316)"
M	#462	2015/04/14	"Lars Kiesow"	"MH-10791, Conflicting Modules in Default Profiles"	lkiesow/matterhorn	t/MH-10791-caption-module-conf…	r/2.0.x	"Lukas Rohner (324)"
M	#461	2015/04/13	"Lars Kiesow"	"MH-10780, Specify Requirements"	lkiesow/matterhorn	t/MH-10780-requirement-specifi…	r/2.0.x	"Karen Dolan (318)"
M	#460	2015/04/13	"Lars Kiesow"	"MH-10779, Pom.xml Formatting"	lkiesow/matterhorn	t/MH-10779-pom-xml-formatting	r/2.0.x	"Tobias Wunden (326)"
M	#459	2015/04/10	"Rüdiger Rolf"	"MH-10776 spanish and french translations for the player"	opencast-community/matterhorn	t/MH-10776-theodul-translation…	r/2.0.x	"Xavier Butty (325)"
M	#458	2015/04/09	"Rüdiger Rolf"	"MH-10758 several small bugfixes for Theodul"	opencast-community/matterhorn	t/MH-10758-theodul-improvement…	r/2.0.x	"Xavier Butty (325)"
D	#457	2015/04/09	"Rüdiger Rolf"	"MH-10758 several small fixes for Theodul"	opencast-community/matterhorn	t/MH-10758-theodul-improvement…	master	
M	#456	2015/04/07	"Xavier Butty"	"MH-10757 [BugFix] Use moment.js as base library for time …"	opencast-community/matterhorn	opencast/t/MH-10757-Time-handl…	r/2.0.x	"Greg Logan (333)"
M	#455	2015/04/07	"Xavier Butty"	"MH-10775 [Fix] Ensure that at least one role with R/W …"	opencast-community/matterhorn	t/MH-10775-Mandatory-rw-policy	r/2.0.x	"James Perrin (309)"
M	#454	2015/04/07	"Xavier Butty"	"MH-10774 [Fix] Lock the series access policy when events of …"	opencast-community/matterhorn	t/MH-10774-Lock-series-access-…	r/2.0.x	"Rüdiger Rolf (317)"
M	#453	2015/04/07	"Xavier Butty"	"MH-10773 [Fix] Add support for free-text value in metadata …"	opencast-community/matterhorn	t/MH-10773-Free-text-person-va…	r/2.0.x	"Rüdiger Rolf (312)"
M	#452	2015/04/07	"Xavier Butty"	"MH-10772 [Fix] Place the actions cell button in a …"	opencast-community/matterhorn	opencast/t/MH-10772-actions-co…	r/2.0.x	"Rüdiger Rolf (326)"
D	#451	2015/04/07	"Xavier Butty"	"MH-10771 [BugFix] Improve support for the metadata type …"	opencast-community/matterhorn	opencast/t/MH-10771-Edit-start…	r/2.0.x	"Rüdiger Rolf (318)"
M	#450	2015/04/07	"Xavier Butty"	"MH-10770 [Fix] Translate all the tabs captions with the …"	opencast-community/matterhorn	opencast/t/MH-10770-Translatio…	r/2.0.x	"Rüdiger Rolf (326)"
M	#449	2015/04/07	"Xavier Butty"	"MH-10769 [Fix] Add delete button to the series and events …"	opencast-community/matterhorn	t/MH-10769-Delete-icon-events-…	r/2.0.x	"Rüdiger Rolf (326)"
M	#448	2015/04/07	"Xavier Butty"	"MH-10768 [Fix] Add automatic refresh for the workflow …"	opencast-community/matterhorn	t/MH-10768-refresh-operations-…	r/2.0.x	"Rüdiger Rolf (327)"
M	#447	2015/04/04	"Lars Kiesow"	"MH-10737, Remove Remains of GStreamer"	lkiesow/matterhorn	t/MH-10737-remove-remaining-gs…	r/2.0.x	"Lukas Rohner (325)"
M	#446	2015/04/04	"Lars Kiesow"	"MH-10764, Use bundles.configuration.location for Config"	lkiesow/matterhorn	t/MH-10764-bundle-configuratio…	r/2.0.x	"Tobias Wunden (326)"
M	#445	2015/04/04	"Lars Kiesow"	"MH-10763, Remove Outdated Configuration"	lkiesow/matterhorn	t/MH-10763-outdated-configurat…	r/2.0.x	"Greg Logan (333)"
M	#444	2015/04/01	"Lars Kiesow"	"MH-10462, ""Try it anyway"" in player gets blocked"	opencast-community/opencast-osnabrueck-fork	t/MH-10462-try-anyway-btn	r/2.0.x	"Karen Dolan (316)"
M	#443	2015/03/31	"Lars Kiesow"	"MH-10756, Put Theodul Modules in Correct pom.xml Profile"	lkiesow/matterhorn	t/MH-10756-theodul-pom-xml	r/2.0.x	
M	#442	2015/03/23	"Rüdiger Rolf"	"MH-10750 Fixed username problem with MH 2.0. Solution is …"	opencast-community/matterhorn	t/MH-10750-theodul-login	r/2.0.x	"Basil Brunner (327)"
M	#441	2015/03/20	"Basil Brunner"	"MH-10188 [Feature] Add Cover Image functionality"	myniva/matterhorn	pr/MH-10188-cover-image	develop	"James Perrin (341)"
M	#440	2015/03/20	"Edmore Moyo"	"MH-10718 : No sort enum matches 'undefined'"	etmoyo/matterhorn	t/MH-10718-no-sort-enums-match…	r/2.0.x	"Rüdiger Rolf (348)"
M	#439	2015/03/20	"Lukas Rohner"	"MH-10746 Added event status to the admin UI, which includes …"	opencast-community/matterhorn	t/MH-10746-recording-status	r/2.0.x	"Rüdiger Rolf (331)"
M	#438	2015/03/20	"Rüdiger Rolf"	"MH-10669 redirect to configured player"	opencast-community/matterhorn	t/MH-10669-configureable-playe…	r/2.0.x	"Basil Brunner (331)"
M	#437	2015/03/19	"Henning S."	"MH-10685 Scheduler Fix, added import,"	hstruebe/ocmh	t/MH-10685-scheduling-fails	r/2.0.x	"Lukas Rohner (351)"
M	#436	2015/03/19	"Denis Meyer"	"MH-10742 Full screen fixes for one video"	CallToPower/matterhorn	t/MH-10742-fullscreen-fixes	r/2.0.x	"James Perrin (348)"
M	#435	2015/03/18	"Basil Brunner"	"MH-10740 [Bugfix] Prevent NPE that occurs if flavor is not …"	myniva/matterhorn	pr/NPE-tools-endpoint	r/2.0.x	"Lars Kiesow (326)"
M	#434	2015/03/17	"Christoph Drießen"	"Upgrade function library"	opencast-community/matterhorn	t/MH-10721-fn-lib-dependency	r/2.0.x	"Lars Kiesow (354)"
M	#433	2015/03/17	"Edmore Moyo"	"MH-10718 : No sort enum matches 'undefined'"	etmoyo/matterhorn	t/MH-10718-no-sort-enums-match…	r/1.6.x	"Rüdiger Rolf (353)"
M	#432	2015/03/16	"Denis Meyer"	"MH-10734 Improved english translation strings"	CallToPower/matterhorn	t/MH-10734-improve-translation…	r/2.0.x	"Xavier Butty (333)"
M	#431	2015/03/13	"Denis Meyer"	"MH-10719 bugfix for non-working keys in the new player"	CallToPower/matterhorn	t/MH-10719-fix-keys	r/2.0.x	"Xavier Butty (333)"
M	#430	2015/03/11	"Denis Meyer"	"MH-10694 Split up nested functions in the core routine"	CallToPower/matterhorn	t/MH-10694-split-nested-functi…	r/2.0.x	"Xavier Butty (333)"
M	#429	2015/03/11	"Denis Meyer"	"MH-10692 Loading CSS files in the core HTML file, not the …"	CallToPower/matterhorn	t/MH-10692-css-file-loading	r/2.0.x	"Xavier Butty (333)"
D	#428	2015/03/11	"Denis Meyer"	"MH-10719 bugfix for non-working keys in the new player"	CallToPower/matterhorn	t/MH-10719-fix-keys	r/2.0.x	
D	#427	2015/03/09	"Denis Meyer"	"MH-10719 bugfix for non-working keys in the new player"	CallToPower/matterhorn	r/1.7.x	r/2.0.x	
D	#426	2015/03/09	"Denis Meyer"	"MH-10719 bugfix for non-working keys in the new player"	CallToPower/matterhorn	r/1.7.x	develop	
M	#425	2015/03/09	"Lukas Rohner"	"MH-10700 Fixed statistics null pointer"	opencast-community/matterhorn	t/MH-10700-statistics-npe-1.6.…	r/1.6.x	"Waldemar Smirnow (361)"
M	#424	2015/03/09	"Lukas Rohner"	"MH-10700 Fixed statistics null pointer"	opencast-community/matterhorn	t/MH-10700-statistics-npe	r/2.0.x	"Waldemar Smirnow (361)"
M	#423	2015/03/09	"Xavier Butty"	"MH-10687 Fix issue related to the mising notifications in …"	opencast-community/matterhorn	t/MH-10687-notifications	r/2.0.x	"Rüdiger Rolf (362)"
M	#422	2015/03/06	"Tobias Wunden"	"MH-10710 [bugfix] Improved the configuration of the Text …"	twunden/matterhorn	t/MH-10710-videosegmenter-npe	r/2.0.x	"Lars Kiesow (340)"
M	#421	2015/03/06	"Lukas Rohner"	"MH-10711 Implemented synchronization on workflow service …"	opencast-community/matterhorn	t/MH-10711-optimistic-lock-1.6…	r/1.6.x	"Ruben Perez Vazquez (324)"
M	#420	2015/03/06	"Lukas Rohner"	"MH-10711 Implemented synchronization on workflow service …"	opencast-community/matterhorn	t/MH-10711-optimistic-lock	r/2.0.x	"Ruben Perez Vazquez (353)"
M	#419	2015/03/06	"Lukas Rohner"	"MH-10713 Replaced Opencast cache with guava cache"	opencast-community/matterhorn	t/MH-10713-replace-cache	r/2.0.x	"Rüdiger Rolf (359)"
M	#418	2015/03/06	"Lukas Rohner"	"MH-10713 Replaced Opencast cache with guava cache"	opencast-community/matterhorn	t/MH-10713-replace-cache-1.6.x	r/1.6.x	"Rüdiger Rolf (360)"
M	#417	2015/03/06	"Lukas Rohner"	"MH-10712 Improved memory consumption when cleaning outdated …"	opencast-community/matterhorn	t/MH-10712-workspace-cleanup	r/2.0.x	"Ruben Perez Vazquez (324)"
M	#416	2015/03/06	"Lukas Rohner"	"MH-10572 Invalidate new created shibboleth user after …"	opencast-community/matterhorn	t/MH-10572-shibboleth-1.6.x	r/1.6.x	"Karen Dolan (354)"
M	#415	2015/03/06	"Lukas Rohner"	"MH-10572 Invalidate new created shibboleth user after …"	opencast-community/matterhorn	t/MH-10572-shibboleth	r/2.0.x	"Karen Dolan (354)"
M	#414	2015/03/04	"Greg Logan"	"MH-10708: Removed CA integration tests for now."	opencast-community/matterhorn	t/MH-10708-remove-ca-integrati…	develop	"Tobias Wunden (367)"
M	#413	2015/03/04	"Lukas Rohner"	"MH-10625 [Feature] Add the new administrative UI of …"	opencast-community/matterhorn	f/MH-10625-admin-ui-ng-final	develop	"Rüdiger Rolf (367)"
M	#412	2015/02/27	"Lars Kiesow"	"MH-10683, Remove Capture Agent"	opencast-community/opencast-osnabrueck-fork	t/MH-10683-remove-capture-agen…	develop	"Tobias Wunden (368)"
M	#411	2015/02/21	"Edmore Moyo"	"MH-10648 : Add reference to service component file for ldap …"	etmoyo/matterhorn	t/MH-10648-ldap-user-directory…	r/1.6.x	"Rüdiger Rolf (376)"
M	#410	2015/02/19	"Basil Brunner"	"MH-10644 [Improvement] Use Java NIO to create links instead …"	myniva/matterhorn	pr/MH-10644-file-linking	develop	"Rüdiger Rolf (380)"
M	#409	2015/02/17	"Rüdiger Rolf"	"MH-10638 videoeditor Firefox 35 compatibility issue"	opencast-community/opencast-osnabrueck-fork	t/MH-10638-videoeditor-with-fi…	r/1.6.x	"Karen Dolan (381)"
M	#408	2015/02/16	"Michael Stypa"	"Added documentation for module …"	doofy/matterhorn	markdown-git-documentation	markdown-git…	
M	#407	2015/02/16	"Michael Stypa"	"MH-10636 Add YouTube API V3 module"	doofy/matterhorn	youtube-api-v3	develop	"Tobias Wunden (373)"
M	#406	2015/02/16	"Lukas Rohner"	"MH-10635 Using the new process executor to get rid of dead …"	opencast-community/matterhorn	t/MH-10635-streamreader-lock	r/2.0.x	"Lars Kiesow (330)"
